video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"QA5KR9p4RzY","LE HICIMOS UNA FIESTA SORPRESA A KIMBERLY LOAIZA 🥳 FÉNIX  🦅 TEAM","2019-12-21T04:26:52.000Z","UCFgd91W1uwcai7mf7P8_zKg","Fénix Team","22","19.23.12","[none]","3813094","383658","15962","12947","https://i.ytimg.com/vi/QA5KR9p4RzY/default.jpg","False","False","HOLA FAMILI 🦅 EL FÉNIX TEAM ESTA DE NUEVO CON OTRO VIDEO 💃🏻"
"R4Hlz6Tt2kI","GANA O PIÉRDELO TODO, Viajes y castigos | LOS POLINESIOS RETO","2019-12-21T21:30:09.000Z","UCY8LnVxm0Hf7DKPKuLPxb2g","ExtraPolinesios","22","19.23.12","EXTRA POLINESIOS|RETOS|CHALLENGE|LESSLIE +|RAFA|KAREN|LOS POLINESIOS|PISTA|COCHES|AUTOS|CARRERAS|MODA|NAVIDAD|PISTAS|REGLAOS|SANTA CLOS","1366516","87534","1449","7767","https://i.ytimg.com/vi/R4Hlz6Tt2kI/default.jpg","False","False","Mira aquí nuestro vídeo musical Festival https://youtu.be/w9Wkp3ygJmkMira aquí nuestra nueva canción Festival es Spotify:http://bit.ly/Festivalspotify Suscribete si te gusto este video: https://goo.gl/D668aHVisiten nuestro sitio web: http://www.platicapolinesia.comNuestro video anterior: https://youtu.be/HeAO-UgmhPANUESTROS CANALES:BROMAS: http://www.youtube.com/platicapolinesaTUTORIALES: http://www.youtube.com/ppmussasVIAJES http://www.youtube.com/lospolinesiosVIDEOJUEGOS http://www.youtube.com/PPJuxiisNUESTROS TWITTERS:http://www.twitter.com/PlaticaPolinesihttp://www.twitter.com/PPTeamKarenhttp://www.twitter.com/PPTeamLessliehttp://www.twitter.com/PPTeamRafahttp://www.twitter.com/PPTeamAriahttp://www.twitter.com/PPTeamKlerNUESTROS FACEBOOKS:http://www.facebook.com/PlaticaPolinesihttp://www.facebook.com/TeamRaffahttp://www.facebook.com/TeamLessliehttp://www.facebook.com/TeamKarenNUESTROS INSTAGRAMS:http://www.instagram.com/PlaticaPolinesihttp://www.instagram.com/PPTeamKarenhttp://www.instagram.com/PPTeamLessliehttp://www.instagram.com/PPTeamRafahttp://www.instagram.com/PPTeamAriahttp://www.instagram.com/PPTeamKlerNUESTROS SNAPCHATS:lessliepolinesippteamrafakarenpolinesia"
"9sErfCBA9TQ","Aunque Les Pese - Natanael Cano ft. Fuerza Regida [Video Oficial]","2019-12-21T20:00:11.000Z","UC648rgJOboZlgcDbW00vTSA","Rancho Humilde","10","19.23.12","Rancho Humilde|Legado 7|El De La Guitarra|Corridos 2019|Fuerza Regida|Natanael Cano|Corridos Tumbados|Aunque Les Cale|Banda|Corridos 2020|Lumbre Music","1084010","75705","2058","1720","https://i.ytimg.com/vi/9sErfCBA9TQ/default.jpg","False","False","Aunque Les Pese - Natanael Cano ft. Fuerza Regida [Video Oficial]Suscribete: http://primo.vi/RanchoHumildeYouTube🎶Paginas Oficiales De Rancho HumildeSpotify: http://primo.vi/RanchoHumildeSpotifyInstagram: http://primo.vi/RanchoHumildeIGFacebook: http://primo.vi/RanchoHumildeFBYouTube: http://primo.vi/RanchoHumildeYouTube🎧Spotify Playlists➤ 💪Entre Acordeones: https://spoti.fi/2pUKjhn➤ 🚬 420 Smoke Me Out: https://spoti.fi/2uB8INH🔥Otros Exitos de Rancho HumildeLegado 7🎵Doble M - https://youtu.be/TS1KZweykvoMichoacano: https://youtu.be/xQa3F63Kqb4Fuerza Regida🎵Sigo Chambeando: https://youtu.be/C-uICquhs04Grafiteando Paredes: https://youtu.be/SwOIeMr0RsUEn Modesto Se le Pasa: https://youtu.be/Msk5tB2-Q6oHerencia De Patrones🎵Cosas De la Clica: https://youtu.be/QWST367KwC4Es Dificil Ser Un Santo: https://youtu.be/7976yzHXBJcArsenal Efectivo🎵Lolo Felix: https://youtu.be/yj_5zWJALHkSoy De Ambiente: https://youtu.be/DYdsfV29q88Los Hijos De Garcia🎵18 Libras: https://youtu.be/hd8ItK98W2sLoco Malandro: https://youtu.be/x97Mb1MwaBMEl De La Guitarra🎵A Lo Lejos Me Veran: https://youtu.be/vq-Wde7PRGwMonstro 7: https://youtu.be/wF1v5-QUCeU#AunqueLesPese #NatanaelCano #FuerzaRegida"
"l9z9F7wA8dY","VASILY KAMOTSKY *EL DIOS DE LA BOFETADA* HA PERDIDO!!! | El vídeo de la catástrofe","2019-12-22T17:22:40.000Z","UCDZsyOkn-WTiTwgAvZSQ_cg","El Rincón De Giorgio","24","19.23.12","vasili|vasily|vasily kamotsky|vasili kamotski|rusos|concursos rusos|concurso ruso|ruso|vasily ha perdido|vasili ha perdido|vasily kamotsky ha perdido|el ruso|el rincon de giorgio|elrincondegiorgio|giorgio|jordi wild|jordiwild|jordi|wild|vasili kamotsky ha perdido|vasily pierde el invicto|vasili kamotski es derrotado|vasily kamotsky vs vyacheslav zezula","888835","93459","1599","3506","https://i.ytimg.com/vi/l9z9F7wA8dY/default.jpg","False","False","Le han metido una hostieja que no sabe ni dónde está.Descarga y prueba KONETKO aquí: Appstore: https://apps.apple.com/fr/app/konekto/id1472998100Google: https://play.google.com/store/apps/details?id=com.konektoLa suscripción son 4,99€/mesFACEBOOK :https://www.facebook.com/konektoapp/  ¡Mi marca de ropa! → https://wildstylestore.comMi web → http://www.jordiwild.com✨ ¿Quieres un mensaje personalizado de mi parte? Aquí puedes obtenerlo: https://www.cameo.com/jordiwildTWITTER: https://twitter.com/JordiWild | @jordiwildFACEBOOK: https://www.facebook.com/ElRinconDeGiorgioOficialINSTAGRAM: http://instagram.com/jordiwild8---MÁS GAMEPLAYS: https://www.youtube.com/playlist?list=PLPE3mJyT3rhXF8gAm0mJkV6clTBv72Gk1MÁS LOCURAS MÍAS: https://www.youtube.com/playlist?list=PLPE3mJyT3rhXfXoT3hc_DgS5Q9sUh9Gqa"
"K3sC2L3XNAk","7 productos que fueron creados por la NASA y no sabías","2019-12-22T20:00:02.000Z","UCYWOjHweP2V-8kGKmmAmQJQ","Badabun","28","19.23.12","calzado deportivo|auriculares|inalambrico|sopa instantanea|puentes|camaras de celulares|memory foam|anteojos anti-rayones|nasa|ciencia|espacio|astronautas","197922","7349","5430","899","https://i.ytimg.com/vi/K3sC2L3XNAk/default.jpg","False","False","No te pierdas de este interesante recorrido por productos que son utilizados en tu vida diaria pero que fueron creados con otro propósito desde el inicio, así que no te lo pierdas y descubre de qué se trata, ¡No lo podrás creer!#Badabun #NasaInstagram: https://instagram.com/badabunFacebook: https://www.facebook.com/BadabunOficialYoutube: https://www.youtube.com/user/badabunOficialTwitter: https://twitter.com/BadabunOficialSitio Web: http://www.badabun.comCONTACTO: ventas@badabun.comBADABUN NETWORK ©"
"Pa-jUeSH358","Romain Saiss and Raul Jimenez inspire Wolves to victory | Norwich City 1-2 Wolves | Highlights","2019-12-21T22:11:02.000Z","UCQ7Lqg5Czh5djGK6iOG53KQ","Wolves","17","19.23.12","wolves|wolverhampton wanderers|wolverhampton wanderers fc|wwfc|official wolves|officialwolves|football|soccer|Wolverhampton","479783","6813","202","504","https://i.ytimg.com/vi/Pa-jUeSH358/default.jpg","False","False","Highlights from the Premier League fixture between Norwich City and Wolves at Carrow Road."
"5NQGsgYRDns","ME HICE 7 PERFORACIONES EN UN DIA l Sofia Castro","2019-12-22T00:45:15.000Z","UCBdBf2Eh24nM5PJyM2sdFPg","Sofia Castro","24","19.23.12","sofia|castro|sofia castro|sofiaalcastro|me hice 7 perforaciones en un dia|perforaciones|piercing|me hice un piercing|goñdas|foreo|luna mini 2|luna mini2|foreo luna mini2|piel perfecta|mujer con piercing|limpiar la piel|limpieza facial|primera vez con un piercing|limpieza facial profunda|cuidar su piel|mi primer perforacion|mi primer piercing|perfo","1790318","136730","4910","4813","https://i.ytimg.com/vi/5NQGsgYRDns/default.jpg","False","False","CUIDENSE SUS CARITAS! Consigue tu FOREO aqui: http://bit.ly/SofiFOREOdicestan con descuentos! 🤑--------------------------------------------------------------------------#POWERYOURBEAUTYLASSO: SofiaalcastroTIKTOK: SofiaalcastroLIKE: SofiaalcastroINSTAGRAM: https://instagram.com/sofiaalcastro FACEBOOK: https://www.facebook.com/sofiaalcastro TWITTER: https://twitter.com/Sofiaalcastro SNAPCHAT: SofiaalcastroYOUNOW: https://www.younow.com/SofiaalcastroCONTACTO PROFESIONAL: sofiacastrocontacto@gmail.com"
"9wDOsSOppQI","100 preguntas en 5 minutos | La verdad de Exponiendo Infieles","2019-12-22T19:45:12.000Z","UCExB-_VCdrh90gIVSxJmpRg","Lizbeth Rodriguez","24","19.23.12","lizbeth rodriguez|exponiendo infieles|preguntas|respuestas|5 minutos|celular|confesar|verdad","220630","14931","1932","1888","https://i.ytimg.com/vi/9wDOsSOppQI/default.jpg","False","False","Amigos este no es un contestando preguntas en 5 minutos cualquiera, este es un contestando preguntas sobre Exponiendo Infieles ¡Así es amigos! al fin responderé todas sus preguntas, así que pónganse cómodos porque no se lo pueden perder.#LizbethRodriguez #ExponiendoInfielesLIZBETH RODRIGUEZInstagram: https://www.instagram.com/lizbethrodriguezoficialYoutube: https://www.youtube.com/SoyLizbethRodriguezFacebook: https://www.facebook.com/LizbethRodriguezOficialTwitter: https://twitter.com/SoyLizbethMxcontactolizbethrdz@gmail.com"
"VQhfDij6x6s","Así es la Verdadera ISLA de las MUÑECAS | ¿Qué les pasó a las personas?","2019-12-22T18:11:34.000Z","UCw8IzWrBfgh1N-uHUN2lXcw","Mystery World","22","19.23.12","Isla de las muñecas|Muñecas Malditas|Explorando|Luisito Comunica|Drossrotzank|Juan de Dios Pantoja|Jukilop|Luisito|24 Horas|Mistery World|isla|muñecas","71830","10055","89","898","https://i.ytimg.com/vi/VQhfDij6x6s/default.jpg","False","False","Nuestra sexta Exploración ☠👁!- Sigue a Darian y ve sus fotos aquí 🍨: https://www.instagram.com/dariance.escobar/- Nuevo Canal de Darian: https://www.youtube.com/channel/UCd8TlhIy0iU0Bz5Vz0rCF9A¡SUSCRÍBETE!- Twitter https://twitter.com/Creepypastas_Ev- Facebook http://www.facebook.com/CreepypastaasEverywheree/"
"2W2J30ZkaG0","POR QUÉ LA NAVIDAD JAPONESA ES ASÍ","2019-12-22T15:32:55.000Z","UC-UcKEWOSpz0AfY33TrYw3g","Nekojitablog","22","19.23.12","Japón|Navidad en Japón|Cómo es la Navidad en Japón|Cómo celebran la Navidad los japoneses|Cultura japonesa|Sociedad japonesa|Christmas en Japón|Japón con jamón|Japón sin cortes|Nekojitablog","232706","26900","160","1402","https://i.ytimg.com/vi/2W2J30ZkaG0/default.jpg","False","False","La Navidad en Japón se desarrolló de tal forma que tiene unas características únicas. Los japoneses celebran la Navidad siguiendo unas influencias que terminaron japonizándose debido a la casi nula presencia del cristianismo en el país nipón. ¿Quieres saber cómo? ¡Si no quieres perderte nuestra vida en Japón suscríbete aquí con un sólo click! http://goo.gl/HzbLDW¡Nos vemos por el intenné!▶ Twitter: http://www.twitter.com/nekojitablog▶ Instagram: http://www.instagram.com/nekojitablog▶ Facebook: http://www.facebook.com/nekojitablog▶ Blog: http://www.nekojitablog.blogspot.comMúsica https://soundcloud.com/kht/stronghttps://soundcloud.com/nawhij/doorhttps://soundcloud.com/yungmai/keep-it-uphttps://soundcloud.com/thijs-b-1/surfhttps://soundcloud.com/joebaemusic/note-to-selfCONÓCENOS EN NUESTROS INICIOShttps://www.youtube.com/watch?v=oql9SMOuwv4¿POR QUÉ NOS MUDAMOS A JAPÓN?https://www.youtube.com/watch?v=mjDCrdRp1cE¿CUÁNTO CUESTA IR O VIAJAR A JAPÓN?https://www.youtube.com/watch?v=LsjEu5HnxsY¿CUÁNDO ES LA MEJOR ÉPOCA PARA IR A JAPÓN?https://www.youtube.com/watch?v=TimlRinFoXs¿CON QUÉ Y CÓMO GRABAMOS?https://www.youtube.com/watch?v=gZzEY0DEJSUHOMOSEXUALIDAD EN JAPÓNhttps://www.youtube.com/watch?v=SIdFb...¿EN QUÉ TRABAJÁBAIS ANTES DE YOUTUBE?https://www.youtube.com/watch?v=GNKamG4Fnikhttps://www.youtube.com/watch?v=BWUZP-eGIE8"
"TmVs5OIueyY","LOS APODOS - La india Yuridia","2019-12-22T02:00:04.000Z","UCkhZPP4i6y6KNnILMSA6QsQ","La India Yuridia","23","19.23.12","la india|yuridia|uridia|la india yuridia|comediante|mexicana|standup|comediantes de monterrey|standupera|feminismo|machismo|parejas|comedian|couple|mexico|apodos|rigoberto|nombre|casados|femenina|mujer","476068","12604","310","433","https://i.ytimg.com/vi/TmVs5OIueyY/default.jpg","False","False","De novios es una ... pero de Casados es otra...... Siempre los maridos diciéndonos los adjetivos menos correctos al momento y en los lugares menos indicados. La comediante conferencista #1 en America Latina y el mundo.#LaIndiaYuridia #Standup #Comedy"
"DwfCVBrWs6o","HAGO las UÑAS MÁS PEQUEÑAS del MUNDO!! - RETO","2019-12-22T18:00:00.000Z","UCDSXOo2j8vBM8o8HMIunqDg","NailsByKaren","24","19.23.12","uñas|reto|nails by karen|karen nails|uñas postizas|nail art|uñas acrilicas|barbie","62481","3653","349","596","https://i.ytimg.com/vi/DwfCVBrWs6o/default.jpg","False","False","MIS HERMOSURAS hoy les comparto este video HAGO las UÑAS MÁS PEQUEÑAS del MUNDO!! - RETO espero les guste y no olviden suscribirse, regalarme un like y compartir este video🔴MI INSTAGRAM: https://www.instagram.com/nailsby_karen_/?hl=es-la🔴MI OTRO CANAL: https://www.youtube.com/channel/UCvP5cPoQwtLSV1j2-IpdpPg🔴MI FACEBOOK: https://www.facebook.com/Naiilsbykaren/💌 CONTACTO:  nailsbykaren@outlook.es✨SUSCRÍBETE ✨LIKE✨COMPARTE VIDEO NUEVO ♥ -MIERCOLES-VIERNES-DOMINGOS ."
"z9efuxumMu4","ANUNCIO | NATHVIDAD 21","2019-12-22T17:39:57.000Z","UCji-JFomdTrb-erN3_xNLhw","Nath Campos","24","19.23.12","Nath Campos|Nathalia Campos|Nath|Vlog|youtube|turbo amiga|dwfamily|nathvidad|vlogs navideños|nath calendarios|don cecilio y bernnardita|youtube Mexico|youtube navidad|vlogmas|videos diarios|Nathalia navidad|vlogs navidad nath campos","157773","15826","126","633","https://i.ytimg.com/vi/z9efuxumMu4/default.jpg","False","False","¡TENEMOS CALENDARIOS!Link:kichink.com/stores/nathcamposEstamos cerquitita de que terminen los vlogs diarios de Nathvidad, amigos. Los amo. Gracias por acompañarme de tan cerquita estos días.Escríbeme por aquí:Instagram: https://www.instagram.com/nathcampost/Twitter: https://www.twitter.com/nathcampost/CONTACTO: nathcampos@wearedw.com"
